SquareFeet,Bedrooms,Bathrooms,HouseAge,DistanceToCityCenter,GarageSpaces,Neighborhood,Price
832,2,3.0,5,1.4,1,Suburban,6635733.87
2214,2,2.5,19,3.4,0,Gated Society,13152593.24
2010,2,2.5,1,18.0,1,City Center,12704426.69
2509,2,1.0,16,3.1,1,Gated Society,13979247.56
2170,2,3.0,11,7.1,0,City Center,13565229.9
1724,3,1.0,11,1.9,1,City Center,11683763.35
1127,1,3.0,29,1.0,2,Rural / Outskirts,6258904.33
1685,1,1.0,16,1.0,0,Suburban,9157960.72
1332,2,1.5,26,2.4,0,Suburban,8103399.48
1481,3,4.0,9,1.1,1,City Center,11769833.63
2124,2,2.0,2,,3,Suburban,12687152.69
2718,3,2.0,19,9.3,1,Suburban,13757239.81
2017,2,3.5,17,1.0,0,Rural / Outskirts,10095623.45
1142,4,4.0,12,5.3,1,Rural / Outskirts,6895581.56
2045,4,2.5,11,3.1,2,Suburban,12422793.18
2458,2,3.5,26,4.6,2,Suburban,13027296.6
1465,2,1.5,26,5.4,1,Suburban,8423765.32
1726,2,3.5,29,2.4,1,Gated Society,10950781.16
1808,2,2.0,26,2.3,1,City Center,12027745.79
1368,3,2.5,16,8.6,0,Suburban,8584647.64
2157,3,1.5,3,13.3,2,City Center,13911728.25
1733,3,2.0,22,1.4,2,City Center,12321726.87
2031,3,4.0,9,1.0,3,City Center,14054011.36
1312,2,1.0,10,14.8,1,Suburban,7409976.32
1559,2,3.0,5,2.8,0,Gated Society,10709237.66
2197,3,1.5,5,5.2,1,Suburban,12109445.62
1595,2,2.5,26,2.9,2,Suburban,9774387.04
2750,3,3.5,8,1.0,2,City Center,17211876.87
1580,2,4.0,29,5.8,0,Suburban,9193147.12
1924,1,3.5,14,4.8,1,Suburban,10775682.15
2313,5,1.5,1,1.5,1,Suburban,13430423.21
1020,2,4.0,3,3.9,1,Rural / Outskirts,6188661.23
832,5,2.5,4,10.4,2,City Center,8852212.27
961,5,1.5,16,5.8,1,City Center,9332590.37
2494,3,2.5,7,1.0,2,Suburban,13988757.85
1496,3,3.5,7,,1,Rural / Outskirts,8367213.43
3207,3,2.0,21,7.9,2,Gated Society,17388265.9
1490,4,4.0,11,10.2,1,Rural / Outskirts,8030054.8
1902,2,1.0,20,6.4,2,Suburban,10576325.35
2648,2,2.0,7,1.1,1,Rural / Outskirts,12682693.3
2903,3,1.0,18,8.1,1,City Center,16459012.3
2934,2,3.5,2,7.4,1,City Center,17027036.07
2465,2,4.0,17,1.0,1,Rural / Outskirts,12105237.81
2363,2,2.0,20,3.4,1,Rural / Outskirts,11211939.29
2126,3,2.0,18,2.6,1,City Center,13698451.62
2228,4,1.5,18,7.2,3,City Center,14732880.79
1497,2,3.0,14,1.6,0,City Center,10957593.73
1350,4,3.5,5,5.8,2,City Center,11926716.49
1798,3,2.5,15,15.9,3,City Center,12373465.11
1706,3,3.5,7,10.4,0,Rural / Outskirts,8306812.24
1551,3,2.5,15,16.5,2,Gated Society,10238381.17
2183,3,4.0,17,25.0,1,Gated Society,12416875.33
2325,1,2.5,19,1.0,0,Gated Society,13181546.38
1849,3,1.0,15,6.3,1,Suburban,10382369.95
2613,1,2.5,10,3.5,2,Gated Society,14946288.53
1172,4,2.5,6,12.8,0,Suburban,7696307.56
1693,5,1.5,16,1.9,1,Suburban,10180536.21
1406,2,2.0,16,25.8,1,Suburban,7550148.52
773,2,3.5,11,6.2,2,Suburban,6109507.73
1755,3,3.5,12,10.3,0,Gated Society,11173060.0
1733,2,4.0,9,1.0,2,Rural / Outskirts,9413712.78
2632,4,4.0,6,1.3,2,Suburban,15225965.61
2147,1,2.5,13,9.2,2,Gated Society,12692416.6
1237,2,3.0,22,1.0,2,City Center,10241697.12
2820,5,3.5,0,11.0,2,Gated Society,17119014.63
2472,3,4.0,16,1.0,0,Suburban,13683750.78
2120,3,2.5,3,7.0,1,City Center,13909535.32
1675,2,4.0,20,3.0,1,Suburban,10082711.4
1272,3,1.0,4,6.1,1,Suburban,8551701.35
1595,3,1.0,19,7.7,1,City Center,11182262.89
2399,3,4.0,23,2.7,1,Rural / Outskirts,11888463.17
2837,3,1.0,22,,1,City Center,16786415.58
2649,3,4.0,24,1.0,3,Rural / Outskirts,13633235.86
1531,2,2.5,6,5.8,0,Gated Society,10055900.53
1184,2,1.5,9,4.8,2,Suburban,7848269.99
1877,3,3.0,16,8.8,1,Suburban,10422393.67
827,2,2.5,28,4.6,1,Gated Society,6693096.38
1978,3,1.5,29,,2,Suburban,10920772.75
1719,2,1.5,6,3.3,1,Gated Society,11248364.59
1544,3,3.5,0,1.0,1,Suburban,10182391.6
923,3,2.5,6,2.7,1,Suburban,6892016.38
2082,2,2.5,25,24.2,1,Rural / Outskirts,8435222.85
1507,1,4.0,23,13.4,2,City Center,10821137.25
1157,2,1.5,10,2.6,2,Suburban,7883552.76
600,3,1.5,8,5.8,0,Suburban,5425028.16
1785,3,1.5,11,12.2,0,Gated Society,11173746.4
2775,1,4.0,2,3.8,1,Gated Society,16054247.74
2714,3,3.5,3,1.0,0,Suburban,14768445.84
1549,2,2.5,3,1.0,1,City Center,11513222.85
1469,3,1.5,27,4.6,0,City Center,10472147.37
2058,4,1.0,24,22.7,1,Suburban,10368325.58
1251,2,2.5,12,7.7,0,Suburban,7510568.53
1966,2,4.0,22,1.0,1,Rural / Outskirts,9610577.16
2221,1,3.5,18,1.4,2,Suburban,12320241.04
2475,1,1.0,9,9.6,1,Suburban,12646400.76
1745,2,4.0,4,12.0,3,Rural / Outskirts,9577676.98
1688,1,2.0,6,6.2,2,Suburban,9836190.17
1317,3,2.5,23,6.7,1,Suburban,8046932.14
1345,2,2.0,15,1.0,0,City Center,10286493.89
1675,3,4.0,0,11.5,2,Suburban,10469734.22
2002,2,4.0,11,10.1,2,Rural / Outskirts,10065078.44
2302,2,4.0,1,1.9,2,Suburban,13099835.31
1358,3,1.5,6,8.0,0,Suburban,8630277.07
2621,4,3.5,10,1.6,3,Suburban,15313111.72
1651,1,1.5,28,1.0,1,Rural / Outskirts,7985524.73
1788,4,3.5,29,1.5,2,Suburban,10863794.33
1389,3,3.0,12,1.3,2,Suburban,9402654.94
600,3,1.5,1,2.7,1,Rural / Outskirts,4404831.1
2286,3,2.0,6,3.5,2,City Center,15027477.03
2205,1,3.5,14,4.6,1,Gated Society,13374749.32
1645,1,1.5,24,4.2,3,Suburban,9261841.19
1837,3,2.5,10,2.1,1,Gated Society,11936458.03
2084,2,4.0,1,1.0,3,Suburban,12862032.81
941,4,3.5,6,6.0,0,Suburban,7128754.72
1509,2,3.5,3,3.3,2,Gated Society,11166977.34
2237,2,1.5,10,2.3,1,City Center,14001749.32
1110,3,3.0,28,13.1,1,Suburban,6740720.57
1961,2,1.5,1,8.9,1,City Center,12428017.09
1054,3,2.0,28,12.7,2,City Center,8809443.03
2057,3,2.0,15,4.4,0,Rural / Outskirts,10068957.1
1780,4,3.5,6,1.0,1,Suburban,11443638.83
912,3,3.5,12,7.7,1,Rural / Outskirts,5631917.25
2441,3,1.5,4,1.5,3,City Center,15175361.64
1396,3,2.0,16,3.8,0,Suburban,8602818.14
1354,4,2.0,20,1.0,0,City Center,10289457.66
1910,2,3.0,11,11.3,1,Gated Society,11412310.76
2432,1,2.5,27,1.0,1,Gated Society,13457532.17
1241,2,3.0,18,15.2,1,City Center,8895766.16
1834,2,1.0,6,13.0,1,Rural / Outskirts,8636016.06
2036,3,4.0,5,4.1,2,City Center,14054086.84
2181,3,3.0,7,8.9,2,Suburban,12133261.05
1897,3,1.5,12,6.3,1,Rural / Outskirts,9431054.86
1598,1,2.5,4,10.6,0,Rural / Outskirts,7341532.02
1345,3,1.5,1,3.7,2,Rural / Outskirts,7920092.77
1847,2,4.0,8,10.0,0,Suburban,10612439.49
1210,3,1.0,29,4.0,2,City Center,9614831.6
600,3,2.5,10,18.4,1,City Center,6985909.39
2040,2,3.5,23,4.3,1,Suburban,11553106.34
2297,2,2.0,5,4.0,1,Gated Society,13742629.39
600,1,3.0,28,10.0,2,City Center,6956021.62
1245,3,1.5,25,11.2,0,Gated Society,8271100.84
2141,4,1.0,6,5.3,1,Suburban,11746754.07
2932,3,2.0,24,1.3,0,Suburban,14645111.95
1811,1,3.0,6,4.1,2,Gated Society,11718516.76
1400,2,2.0,18,22.4,2,Suburban,7808174.37
1699,3,3.0,5,9.1,1,Gated Society,11157431.88
2556,3,3.5,10,10.8,1,City Center,15429555.85
1445,1,2.5,28,1.0,2,Gated Society,9673094.23
1360,1,2.0,10,4.1,1,City Center,10008977.64
1534,3,2.0,6,6.8,1,City Center,11538487.7
1276,2,2.0,1,11.5,1,Gated Society,9179063.66
1867,2,2.5,18,1.0,2,Rural / Outskirts,9536541.93
2694,1,1.0,3,12.4,0,Suburban,13316484.8
1978,3,3.0,25,5.2,2,Suburban,11366219.74
1661,4,3.5,5,1.4,1,Suburban,10793257.99
1640,4,2.0,16,2.5,0,City Center,11964199.55
940,3,4.0,24,2.2,2,Gated Society,8507328.2
2286,3,2.5,4,4.9,1,Gated Society,14158623.28
1757,1,1.0,28,1.0,0,City Center,11290487.16
1701,3,3.0,27,1.1,1,Suburban,10103501.9
3556,2,2.5,29,10.9,2,Gated Society,18196385.2
1964,3,3.5,6,1.0,2,Suburban,12044084.52
1387,2,3.5,8,1.7,3,Suburban,9740605.58
1566,2,3.0,24,3.9,2,City Center,11522258.25
2432,1,2.0,0,4.7,0,Suburban,12973745.07
1862,2,3.5,0,9.4,1,City Center,12595127.96
1009,1,1.0,18,3.9,2,Gated Society,7997574.09
2306,2,2.5,5,10.1,1,Suburban,12138568.2
1433,5,1.0,17,6.3,1,Suburban,9114385.11
2830,2,2.0,9,1.0,1,Gated Society,16241974.23
2394,3,1.0,27,1.1,1,City Center,14743456.43
1554,4,1.0,10,3.7,2,Suburban,9901853.15
2505,5,1.5,0,3.3,1,Suburban,14161250.61
1837,3,1.0,0,8.8,1,Suburban,10332330.42
2269,3,3.0,12,5.7,3,Rural / Outskirts,11751660.81
2067,2,2.5,4,3.2,1,Gated Society,12681563.31
1335,2,1.5,19,1.2,0,City Center,9831225.07
1446,2,2.5,0,1.7,1,Gated Society,10154579.82
2366,3,2.5,19,5.6,2,Suburban,12773839.9
1616,3,2.0,2,3.6,2,Rural / Outskirts,9108705.06
1578,2,2.0,17,4.7,2,Suburban,9588550.94
1275,2,1.5,8,1.2,2,Suburban,8431007.39
2033,3,3.5,13,7.1,1,Suburban,11603758.38
2934,2,4.0,26,12.4,2,Suburban,14924601.22
1213,3,2.0,16,1.9,2,Suburban,8430959.11
1813,3,4.0,22,4.4,0,City Center,12422197.01
2577,3,2.0,13,24.1,0,Gated Society,13381280.34
1756,3,2.0,28,2.6,3,Suburban,10136444.95
2049,4,2.5,3,5.9,2,Rural / Outskirts,10782260.06
1216,3,1.5,4,1.0,2,Suburban,8556420.53
2036,3,2.5,25,6.1,2,Gated Society,12838533.06
1697,3,3.0,20,1.0,1,Rural / Outskirts,9014584.74
2342,2,2.5,16,20.8,1,Gated Society,12936587.78
2453,1,4.0,21,8.2,1,Rural / Outskirts,11248161.31
3224,2,4.0,28,10.1,0,Gated Society,16876568.8
2119,2,3.0,24,7.9,2,Suburban,11589087.27
1979,3,1.0,1,5.8,1,Suburban,11114778.17
1907,3,1.0,22,3.9,1,City Center,12298379.22
1606,2,3.0,21,12.7,1,Suburban,8933898.0
1986,2,3.0,4,20.4,1,City Center,12540222.54
1638,4,2.5,3,4.5,0,Gated Society,11153208.73
1893,1,3.0,3,17.4,1,Suburban,10030125.31
2525,3,1.5,5,5.7,0,Suburban,13545398.13
1246,3,1.0,19,5.0,0,Suburban,7476718.56
2427,3,1.0,20,3.9,3,Rural / Outskirts,12020210.94
2524,1,3.5,12,1.5,0,City Center,15115272.55
1735,1,3.0,21,1.0,1,City Center,11776197.51
633,1,2.0,4,1.8,1,City Center,7631926.07
1466,3,2.0,22,4.6,1,Rural / Outskirts,7635235.6
2513,3,3.0,24,3.1,0,Rural / Outskirts,11663467.22
1787,2,1.5,25,3.9,2,Gated Society,11586015.57
1250,3,2.0,22,25.6,2,Rural / Outskirts,5817466.42
1522,3,3.5,6,2.8,1,City Center,11669156.61
2262,1,4.0,19,3.9,1,Rural / Outskirts,11130799.65
2101,3,3.0,0,1.0,2,City Center,14419035.81
1669,3,1.5,13,1.0,2,City Center,12497626.02
1598,2,1.5,23,9.7,2,City Center,10958894.48
1585,2,2.5,3,5.5,0,Suburban,9519500.59
1293,3,1.5,16,9.3,1,Gated Society,9689250.38
2688,4,2.0,20,1.1,1,Suburban,14531516.48
1623,3,4.0,13,5.5,0,Rural / Outskirts,8480670.26
2469,3,2.0,15,1.9,1,Suburban,13203234.67
2637,3,3.0,13,1.7,1,City Center,16214197.32
2349,2,4.0,15,1.0,1,Suburban,12864289.08
1563,3,3.0,23,1.0,2,Gated Society,11059945.68
2022,2,1.5,19,2.4,2,Gated Society,13033443.14
1787,2,3.5,28,1.0,1,Suburban,10335927.63
1303,3,1.0,27,27.7,2,Suburban,6785436.25
1978,3,4.0,7,2.4,0,Suburban,11553850.75
1152,2,2.5,23,1.0,2,Suburban,7753263.15
2453,4,1.0,2,1.4,0,Rural / Outskirts,12350312.34
1544,1,1.5,24,5.8,0,City Center,10141559.57
1911,2,1.5,18,1.0,1,Rural / Outskirts,9684799.86
1956,1,1.0,0,12.9,1,Suburban,10228802.13
1658,3,2.5,1,21.2,2,Suburban,9530315.73
2123,3,4.0,14,1.8,1,Rural / Outskirts,10868178.81
1539,2,4.0,21,3.9,1,Suburban,9288291.26
2279,3,1.0,27,1.0,1,Suburban,11890757.36
1060,2,3.0,9,6.7,1,City Center,8792134.17
1870,3,2.0,17,3.5,1,City Center,12759941.2
2866,2,3.5,21,2.0,2,Gated Society,16081020.69
1250,2,3.0,13,1.5,2,Suburban,8594573.79
1427,4,4.0,16,6.9,2,Rural / Outskirts,8191810.57
2083,2,2.0,26,3.5,3,City Center,13763215.21
1899,2,3.5,12,1.3,1,City Center,12710087.2
1993,3,3.5,0,7.6,2,City Center,13940285.15
2069,4,3.5,4,5.4,1,Suburban,12344487.99
2149,2,1.5,25,12.7,2,Rural / Outskirts,9912552.92
2410,1,3.5,12,1.0,1,Gated Society,14435301.8
2025,2,2.5,26,10.0,3,Suburban,11195651.67
1667,3,1.0,24,7.3,2,Rural / Outskirts,7861289.0
2170,2,4.0,13,1.0,3,Gated Society,14123839.46
2845,3,2.5,23,7.7,2,City Center,16777041.07
1727,5,1.0,2,3.8,2,Gated Society,12186367.49
1264,2,3.0,14,18.9,2,Suburban,7449780.88
2409,2,3.0,18,1.0,1,City Center,14891834.52
1734,2,1.0,16,6.7,1,City Center,11754750.76
605,1,2.5,29,3.1,1,Suburban,4616916.59
2266,4,1.0,2,20.4,0,Suburban,11317925.93
1506,2,3.5,15,2.6,1,Suburban,9067912.72
1750,2,1.5,13,21.3,1,City Center,10906146.73
1983,3,4.0,11,15.1,1,Gated Society,12576853.1
1905,2,3.0,27,2.0,3,Rural / Outskirts,10283873.13
2190,3,4.0,11,10.6,2,Gated Society,13760041.67
1560,1,1.5,28,30.0,0,Suburban,6729375.73
2082,3,3.5,10,1.9,1,City Center,13892383.48
1657,4,3.5,16,3.7,1,City Center,12441550.72
2206,3,3.0,7,4.8,1,City Center,14626894.38
2138,4,3.0,16,2.3,2,Suburban,12525540.54
1286,2,3.5,20,1.0,1,Suburban,8642601.09
2397,3,2.0,24,1.6,1,Gated Society,14070079.17
1505,3,4.0,22,2.2,2,Gated Society,11114571.12
2244,3,1.5,19,3.8,2,Suburban,12623984.06
2002,2,4.0,10,1.2,0,Suburban,11175681.79
2811,2,1.5,24,13.4,2,Gated Society,15192458.98
1677,2,2.0,24,7.9,1,Suburban,9548055.66
1608,2,2.5,1,1.0,1,City Center,11775680.3
1789,2,1.5,9,6.8,0,Suburban,9621615.34
1633,3,4.0,9,6.9,1,Suburban,10190161.38
2240,2,1.0,10,20.3,1,City Center,13025519.79
911,1,3.5,27,1.0,1,Gated Society,7548285.27
1220,3,3.5,5,1.9,2,Rural / Outskirts,7589101.71
1213,3,2.0,3,17.1,2,City Center,9397447.08
2323,4,1.5,23,17.5,1,City Center,13880905.56
2741,3,2.5,11,8.3,0,Gated Society,15600367.61
1743,2,1.5,10,9.4,2,City Center,11724958.36
1707,3,3.5,22,1.0,0,Suburban,9961284.95
1839,3,3.0,22,4.7,2,City Center,12802361.11
2439,1,1.0,26,1.7,1,City Center,14770557.94
1290,3,2.0,25,1.3,1,Gated Society,9654478.99
1931,4,3.0,24,10.8,1,Gated Society,12061248.54
2336,2,4.0,12,1.0,0,City Center,14719327.79
2076,2,2.5,4,4.1,1,Suburban,11921492.44
1904,2,3.0,5,18.1,0,City Center,11767612.46
2351,2,4.0,0,1.3,1,City Center,15382813.67
600,2,3.0,5,24.8,0,Rural / Outskirts,2684858.1
2173,3,2.5,17,30.0,1,Gated Society,12019084.64
1440,1,3.0,21,5.3,1,Suburban,8381588.21
793,4,2.0,8,1.2,1,Gated Society,8034724.94
2081,3,3.5,23,2.5,0,Gated Society,12712102.3
2556,3,1.5,24,3.6,0,Gated Society,14454963.61
1724,3,3.0,28,2.4,0,City Center,11751357.26
2324,1,2.0,14,2.1,2,City Center,14835734.9
2687,3,1.5,25,23.3,1,Gated Society,14279296.17
2523,3,4.0,7,1.1,2,Suburban,14217328.04
2702,3,1.5,18,8.6,1,Rural / Outskirts,12583862.1
2208,3,4.0,23,1.0,1,Gated Society,13864927.94
1841,2,3.0,15,5.9,1,Rural / Outskirts,9085231.32
919,4,2.0,5,16.1,2,City Center,8942545.81
1665,2,3.5,28,2.2,1,Rural / Outskirts,8633037.15
1336,4,3.0,5,1.3,0,Suburban,9054658.74
2994,5,4.0,21,6.9,1,Rural / Outskirts,14929918.86
1703,2,2.5,2,8.1,1,City Center,11429180.71
1868,3,1.5,9,7.6,1,Suburban,10843965.88
2103,1,3.0,0,2.5,1,Gated Society,13194671.58
1824,2,4.0,27,1.9,1,Suburban,10336518.01
2732,3,1.5,13,20.3,1,Suburban,13487238.46
1458,3,4.0,3,16.7,1,Rural / Outskirts,7294368.97
1907,4,2.0,25,4.0,2,Suburban,11061983.75
1392,3,1.0,11,12.2,2,Suburban,8660615.08
1074,3,3.0,5,3.9,1,City Center,9723989.49
1464,3,3.5,10,3.6,2,Gated Society,10898523.46
1780,4,3.0,11,1.1,2,Suburban,11321640.71
1564,1,1.5,9,3.6,1,Suburban,9029942.66
1419,5,2.0,17,5.0,1,City Center,11348548.15
1027,1,4.0,6,1.0,2,Suburban,7584981.87
1754,3,2.5,6,3.8,1,City Center,12551282.29
972,2,3.5,10,9.9,0,City Center,8241868.82
2218,2,2.0,3,7.4,2,Suburban,12435997.86
1845,2,3.0,19,6.6,0,City Center,11950153.2
998,3,2.5,0,,2,City Center,9026222.24
1630,2,2.0,12,1.0,2,Gated Society,11121809.23
1386,1,1.0,17,5.3,3,City Center,10293282.39
1976,3,3.5,8,10.1,0,Suburban,10866849.28
2537,4,1.5,25,5.1,1,City Center,15404165.01
769,2,2.0,23,2.5,1,Suburban,5896139.54
1863,2,2.0,23,1.0,1,Gated Society,11434084.77
1712,2,1.0,8,14.2,0,Gated Society,10106048.02
2169,1,3.0,22,4.1,1,Suburban,11545702.49
1917,3,4.0,28,13.7,1,City Center,12294143.34
1386,3,4.0,8,5.7,0,City Center,10761592.11
1625,3,3.5,9,7.3,1,Suburban,10246398.31
1362,2,3.5,27,10.6,2,Rural / Outskirts,6790130.7
2392,3,1.5,1,7.0,2,City Center,14743206.34
1812,3,2.0,5,3.3,2,Suburban,10921126.83
2846,3,2.5,14,4.7,1,City Center,16777631.26
1767,3,2.0,2,10.6,3,Suburban,10666201.81
1410,3,4.0,10,3.0,2,Gated Society,10855386.02
967,3,1.5,5,3.2,1,Suburban,6960345.28
808,2,2.0,2,1.0,0,Rural / Outskirts,4743049.58
929,4,1.0,23,16.0,1,Suburban,5924392.31
1947,3,4.0,10,1.0,1,City Center,13504707.23
2080,3,2.0,14,6.8,1,Suburban,11895751.37
930,2,2.0,12,3.5,1,Gated Society,8138940.56
2292,3,4.0,19,3.4,2,Suburban,12790885.15
1534,3,2.5,27,7.4,1,Suburban,8644434.4
1881,2,4.0,9,1.0,0,Gated Society,12151764.47
2687,1,1.0,5,5.9,2,Suburban,14224987.1
2293,3,1.0,14,9.6,1,Rural / Outskirts,10894496.15
1652,3,2.0,24,11.4,3,Suburban,9737480.57
1310,3,3.5,17,1.2,0,Gated Society,9659906.63
617,2,2.5,17,14.8,3,City Center,7297289.25
1404,3,2.0,6,6.9,0,Gated Society,9827338.09
1684,1,4.0,14,13.9,1,Rural / Outskirts,8332016.51
1257,2,2.0,17,4.3,0,Suburban,7325113.12
1728,2,1.5,17,5.1,2,Gated Society,11249356.24
1842,2,1.5,19,16.3,2,Gated Society,10890506.42
1676,2,3.5,8,15.0,1,City Center,11492769.54
1442,2,2.5,23,3.9,2,Suburban,8931054.13
1893,1,3.0,1,2.1,1,City Center,12944839.92
2043,2,1.5,7,3.2,1,Rural / Outskirts,10246564.79
1200,3,3.0,19,,2,Gated Society,9786162.66
2576,3,1.0,1,2.2,1,City Center,16207510.17
1746,2,1.5,10,2.0,1,City Center,12026042.97
1810,3,1.5,25,12.8,2,Suburban,9870377.0
2190,2,2.5,6,1.0,2,Suburban,12340352.08
1928,3,3.5,5,7.4,3,City Center,13788879.54
2324,1,3.0,29,1.2,2,Suburban,12597085.12
1958,1,4.0,9,2.7,0,Suburban,10704379.41
1463,3,1.5,4,1.0,2,City Center,11727639.7
1999,3,1.5,10,2.0,1,Gated Society,12617556.94
1171,4,2.5,0,9.5,3,Rural / Outskirts,7169652.98
1860,3,2.5,1,14.1,1,Gated Society,11611808.3
1782,4,3.5,23,1.6,1,Gated Society,11900616.3
1686,1,3.0,0,4.0,1,City Center,11734618.06
1729,1,1.0,18,4.1,1,Suburban,9522882.25
765,1,4.0,1,13.4,0,City Center,7579488.99
1498,2,3.5,20,9.4,2,Gated Society,10570446.2
1851,3,1.0,19,4.7,2,Rural / Outskirts,9202020.0
1888,3,2.0,28,7.2,0,Gated Society,11389332.13
1235,1,1.5,22,12.2,2,Rural / Outskirts,5735535.36
2496,4,3.0,20,1.0,1,Suburban,13881822.3
1324,3,3.5,23,3.4,1,Suburban,8331331.53
2333,2,1.5,3,15.5,1,Suburban,11797924.51
2035,1,3.0,11,8.8,2,City Center,13255550.89
1445,2,3.0,21,5.1,2,City Center,10599476.13
2776,2,3.0,19,4.9,1,Gated Society,15672369.57
1143,2,1.5,17,2.8,1,Suburban,7270893.17
2306,3,3.5,0,4.8,0,Suburban,12554603.45
2350,2,4.0,29,6.9,1,Suburban,11965557.52
1431,2,2.5,29,3.5,0,Suburban,8493123.04
2566,5,1.5,0,8.1,1,Suburban,13858725.04
1662,3,3.0,23,12.8,2,Suburban,9648812.93
1959,4,3.5,13,1.1,2,Suburban,12175011.14
1943,2,4.0,3,3.9,1,Gated Society,12413723.6
1726,2,2.0,4,3.4,1,Suburban,10084565.43
2246,3,1.0,10,7.6,1,Suburban,12161388.3
2236,1,3.0,23,1.9,2,Rural / Outskirts,10923496.91
838,1,2.0,27,6.6,2,Rural / Outskirts,4389696.4
2517,3,2.5,22,13.6,2,Rural / Outskirts,11882042.83
886,3,4.0,12,3.5,1,Suburban,7066297.76
2368,2,4.0,15,15.7,2,City Center,14297425.02
2420,3,3.0,23,30.0,0,Suburban,11614088.28
1200,2,4.0,12,1.0,1,Suburban,8328335.71
1574,1,2.0,23,1.7,1,Rural / Outskirts,7339734.39
1192,2,3.0,21,19.5,1,Suburban,6955801.44
1682,2,1.5,25,20.7,2,City Center,10535107.15
1631,1,3.5,1,1.0,2,City Center,12101101.49
2229,4,2.0,15,1.0,0,City Center,14338275.07
2521,3,3.5,5,1.1,0,Suburban,13754969.45
2568,3,1.5,13,30.0,1,Gated Society,13744146.82
1491,2,1.5,0,1.3,1,Rural / Outskirts,7741902.81
1685,2,3.5,16,4.5,1,Rural / Outskirts,8667703.75
874,2,2.0,10,12.3,2,City Center,8202943.28
1357,1,3.5,18,1.0,3,Suburban,8985818.3
2331,2,3.5,2,6.0,2,City Center,15011822.55
2689,3,1.0,10,2.1,2,Suburban,14420437.61
1121,3,2.0,28,12.9,1,Rural / Outskirts,5398127.61
1474,3,1.0,4,2.2,1,Suburban,9114035.63
1785,3,3.0,16,7.5,1,Gated Society,11781037.82
1954,4,4.0,25,7.3,1,Suburban,11245785.59
1355,1,3.5,21,1.6,2,City Center,10904793.42
2033,2,3.0,6,,1,City Center,13762009.26
1539,2,2.0,9,3.4,1,Suburban,8808626.65
1792,3,3.5,27,2.2,1,Gated Society,11900386.62
2100,5,4.0,28,10.8,3,City Center,14320431.23
1804,2,3.0,10,10.5,1,Gated Society,11119108.69
1560,4,2.5,2,4.0,2,Gated Society,11772765.94
1740,3,1.5,19,6.1,2,Suburban,10096034.95
1751,2,3.5,9,6.0,1,Gated Society,11412432.18
1596,2,4.0,26,11.4,1,Suburban,9141734.2
1658,2,1.5,9,3.6,2,Gated Society,11343309.46
2679,5,1.0,13,2.1,1,Gated Society,15850714.74
2109,2,3.0,11,2.0,2,Rural / Outskirts,10853327.48
1637,3,1.0,14,5.0,1,Suburban,9446964.12
2183,2,4.0,9,3.9,0,Suburban,12278736.23
1616,3,3.5,29,3.8,2,City Center,11842349.14
2445,2,1.5,9,1.0,2,City Center,15245420.24
2003,3,1.5,25,8.2,3,Gated Society,12418688.76
1741,3,3.0,18,1.6,2,Rural / Outskirts,9603028.61
2046,3,3.5,0,1.4,2,Suburban,12448981.75
936,4,2.5,23,3.5,2,City Center,9367991.57
1180,1,2.5,28,,2,Suburban,7461616.55
1143,3,3.0,25,5.7,1,Suburban,7707114.99
1879,2,3.5,9,3.0,1,Suburban,11046077.31
2753,2,3.0,1,3.9,2,City Center,16694964.1
3027,3,3.5,16,5.0,1,Gated Society,17000744.3
2151,2,4.0,29,1.5,1,City Center,13389391.48
2075,3,4.0,23,1.1,1,Suburban,11834572.83
809,5,1.0,6,13.8,1,Gated Society,7202794.85
1502,2,3.0,6,3.7,1,Suburban,9722450.02
1367,3,3.5,19,3.5,0,Suburban,8329014.49
1459,2,2.5,26,1.0,2,Gated Society,10716242.31
1708,2,3.5,8,4.5,1,Gated Society,11522670.32
1540,2,4.0,21,5.3,1,Suburban,9191103.91
711,4,3.5,1,5.3,0,Suburban,6547844.82
2211,4,3.0,13,8.0,0,Gated Society,13284187.35
1210,4,1.0,16,1.3,1,Gated Society,9134781.2
1932,5,1.0,0,1.9,2,Suburban,12054132.65
2941,2,1.0,8,10.8,0,City Center,16388213.09
1294,2,1.0,19,19.1,2,City Center,9376413.96
600,3,4.0,20,1.0,1,City Center,7834591.42
1643,3,2.0,18,4.5,1,Suburban,9621817.81
2406,2,3.0,3,1.6,0,City Center,15240729.69
2877,2,1.5,27,1.0,0,Suburban,14513735.65
1124,3,3.0,7,2.6,2,Gated Society,9562223.15
2073,3,2.0,12,1.0,2,Suburban,12315539.99
1544,2,1.0,3,8.0,1,Gated Society,10602065.86
1742,3,2.0,8,5.0,0,Gated Society,11177554.89
3254,3,2.5,8,1.0,1,City Center,18723858.02
973,3,2.5,21,1.0,1,Gated Society,8216515.95
1940,2,4.0,17,10.7,3,Gated Society,12212562.99
2057,3,3.0,11,1.3,1,Suburban,12072318.66
2397,1,3.0,9,6.1,2,City Center,14534117.42
1854,2,1.5,10,2.7,1,Suburban,10766002.56
1969,3,4.0,6,5.7,1,Rural / Outskirts,10223307.31
1585,3,1.5,8,2.5,1,Suburban,9958067.4
1948,2,2.5,5,1.0,0,City Center,12506333.11
